,game_id,hand_id,player,received_cards_from,total_score,points_per_hand,percent_points_per_hand,queen_spades,moon_shooter,best_player_of_hand,best_player_of_game,game_winner,hand_position,swing_down,swing_up,no_swing,swings
227,6,8,player_3,none,81,4.0,4.44,0,none,player_2,player_1,player_2,4.0,0,0,1,same
228,6,9,player_3,player_2,85,4.0,4.44,0,none,player_2,player_1,player_2,4.0,0,1,0,up
229,6,10,player_3,player_4,90,5.0,5.56,0,none,player_1,player_1,player_2,3.0,0,0,1,same
230,6,11,player_3,player_1,90,0.0,0.0,0,none,player_1,player_1,player_2,3.0,0,1,0,up
231,6,12,player_3,none,90,0.0,0.0,0,none,player_2,player_1,player_2,2.0,0,1,0,up
232,6,1,player_4,player_3,0,0.0,0.0,0,none,player_1,player_1,player_2,2.0,0,0,0,start
233,6,2,player_4,player_1,10,10.0,10.1,0,none,player_2,player_1,player_2,2.0,1,0,0,down
234,6,3,player_4,player_2,29,19.0,19.19,1,none,player_3,player_1,player_2,4.0,0,1,0,up
235,6,4,player_4,none,29,0.0,0.0,0,none,player_1,player_1,player_2,3.0,0,0,1,same
236,6,5,player_4,player_3,29,0.0,0.0,0,none,player_4,player_1,player_2,3.0,0,0,1,same
237,6,6,player_4,player_1,30,1.0,1.01,0,none,player_4,player_1,player_2,3.0,0,0,1,same
238,6,7,player_4,player_2,56,26.0,26.26,0,player_3,player_3,player_1,player_2,3.0,0,1,0,up
239,6,8,player_4,none,56,0.0,0.0,0,none,player_2,player_1,player_2,2.0,1,0,0,down
240,6,9,player_4,player_3,77,21.0,21.21,1,none,player_2,player_1,player_2,3.0,1,0,0,down
241,6,10,player_4,player_1,95,18.0,18.18,1,none,player_1,player_1,player_2,4.0,0,0,1,same
242,6,11,player_4,player_2,97,2.0,2.02,0,none,player_1,player_1,player_2,4.0,0,1,0,up
243,6,12,player_4,none,99,2.0,2.02,0,none,player_2,player_1,player_2,3.0,0,1,0,up
244,7,1,player_1,player_4,17,17.0,15.74,1,none,player_3,player_2,player_3,4.0,0,0,0,start
245,7,2,player_1,player_2,43,26.0,24.07,0,player_3,player_3,player_2,player_3,4.0,0,0,1,same
246,7,3,player_1,player_3,69,26.0,24.07,0,player_4,player_4,player_2,player_3,4.0,0,0,1,same
247,7,4,player_1,none,69,0.0,0.0,0,none,player_1,player_2,player_3,4.0,0,1,0,up
248,7,5,player_1,player_4,70,1.0,0.93,0,none,player_2,player_2,player_3,3.0,1,0,0,down
249,7,6,player_1,player_2,95,25.0,23.15,1,none,player_2,player_2,player_3,4.0,0,0,1,same
250,7,7,player_1,player_3,108,13.0,12.04,1,none,player_2,player_2,player_3,4.0,0,0,1,same
251,7,1,player_2,player_1,1,1.0,1.82,0,none,player_3,player_2,player_3,2.0,0,0,0,start
252,7,2,player_2,player_3,27,26.0,47.27,0,player_3,player_3,player_2,player_3,2.0,1,0,0,down
253,7,3,player_2,player_4,53,26.0,47.27,0,player_4,player_4,player_2,player_3,3.0,0,0,1,same
254,7,4,player_2,none,54,1.0,1.82,0,none,player_1,player_2,player_3,3.0,0,1,0,up
255,7,5,player_2,player_1,54,0.0,0.0,0,none,player_2,player_2,player_3,2.0,0,0,1,same
256,7,6,player_2,player_3,54,0.0,0.0,0,none,player_2,player_2,player_3,2.0,0,0,1,same
257,7,7,player_2,player_4,55,1.0,1.82,0,none,player_2,player_2,player_3,2.0,0,0,1,same
258,7,1,player_4,player_3,8,8.0,9.76,0,none,player_3,player_2,player_3,3.0,0,0,0,start
259,7,2,player_4,player_1,34,26.0,31.71,0,player_3,player_3,player_2,player_3,3.0,0,1,0,up
260,7,3,player_4,player_2,34,0.0,0.0,0,player_4,player_4,player_2,player_3,2.0,0,0,1,same
